slug,type,output_path,aspect,prompt,alt_en,alt_ar,alt_ru,kw,cluster,role
rent-sports-car-dubai-aed-3800-day,cover,public/images/blog/rent-sports-car-dubai-aed-3800-day-cover.jpg,1200x630,"Editorial conceptual scene: a deep claret Rolls-Royce Phantom parked outside a Dubai five-star hotel entrance at golden hour, a single key handed over by a gloved concierge, conveying effortless access rather than ownership burden, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","Rolls-Royce Phantom in Dubai — where to rent a sports car.","رولز رويس Phantom في دبي بإطلالة فاخرة.","Rolls-Royce Phantom в Дубае — роскошь.","rolls royce sports car dubai aed 3800 day",PRICE-INFO,Supporting
rent-sports-car-dubai-aed-3800-day,inline,public/images/blog/rent-sports-car-dubai-aed-3800-day-inline.webp,1600x900,"A Rolls-Royce Phantom keyfob resting on a marble concierge desk beside a folded chauffeur cap, warm lamplight, a luxury Dubai hotel lobby softly blurred behind, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Rolls-Royce Phantom in Dubai — where to rent a sports car.","رولز رويس Phantom في دبي بإطلالة فاخرة.","Rolls-Royce Phantom в Дубае — роскошь.","rolls royce sports car dubai aed 3800 day",PRICE-INFO,Supporting
can-lease-rolls-royce-dubai-corporate-fleet,cover,public/images/blog/can-lease-rolls-royce-dubai-corporate-fleet-cover.jpg,1200x630,"A midnight black Rolls-Royce Phantom arriving at the Burj Khalifa and Downtown Dubai at blue hour, low three-quarter front angle, a uniformed chauffeur opening the rear coach door, valet softly blurred behind, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","Rolls-Royce Phantom in Dubai — can you lease a rolls royce.","رولز رويس Phantom في دبي بإطلالة فاخرة.","Rolls-Royce Phantom в Дубае — роскошь.","can lease rolls royce dubai corporate fleet",RENTAL-COMMERCIAL,Supporting
can-lease-rolls-royce-dubai-corporate-fleet,inline,public/images/blog/can-lease-rolls-royce-dubai-corporate-fleet-inline.webp,1600x900,"Rear-cabin interior of a Rolls-Royce Phantom seen through the open coach door, lambswool rugs and a glowing Starlight Headliner, a gloved hand on the door frame, Dubai skyline bokeh at blue hour, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Rolls-Royce Phantom in Dubai — can you lease a rolls royce.","رولز رويس Phantom في دبي بإطلالة فاخرة.","Rolls-Royce Phantom в Дубае — роскошь.","can lease rolls royce dubai corporate fleet",RENTAL-COMMERCIAL,Supporting
rent-rolls-royce-wedding-dubai-black-badge-options,cover,public/images/blog/rent-rolls-royce-wedding-dubai-black-badge-options-cover.jpg,1200x630,"A arctic white Rolls-Royce Black Badge arriving at Palm Jumeirah at night, low three-quarter front angle, a uniformed chauffeur opening the rear coach door, valet softly blurred behind, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","Rolls-Royce Black Badge in Dubai — rent a rolls royce for wedding.","رولز رويس Black Badge في دبي بإطلالة فاخرة.","Rolls-Royce Black Badge в Дубае — роскошь.","rolls royce wedding dubai black badge options",RENTAL-COMMERCIAL,Supporting
rent-rolls-royce-wedding-dubai-black-badge-options,inline,public/images/blog/rent-rolls-royce-wedding-dubai-black-badge-options-inline.webp,1600x900,"Rear-cabin interior of a Rolls-Royce Black Badge seen through the open coach door, lambswool rugs and a glowing Starlight Headliner, a gloved hand on the door frame, Dubai skyline bokeh at night, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Rolls-Royce Black Badge in Dubai — rent a rolls royce for wedding.","رولز رويس Black Badge في دبي بإطلالة فاخرة.","Rolls-Royce Black Badge в Дубае — роскошь.","rolls royce wedding dubai black badge options",RENTAL-COMMERCIAL,Supporting
rent-rolls-royce-driver-dubai-guided-city-tour,cover,public/images/blog/rent-rolls-royce-driver-dubai-guided-city-tour-cover.jpg,1200x630,"A two-tone silver and black Rolls-Royce Phantom arriving at Sheikh Zayed Road at golden hour, low three-quarter front angle, a uniformed chauffeur opening the rear coach door, valet softly blurred behind, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","Rolls-Royce Phantom in Dubai — rent a rolls royce with driver.","رولز رويس Phantom في دبي بإطلالة فاخرة.","Rolls-Royce Phantom в Дубае — роскошь.","rolls royce driver dubai guided city tour",RENTAL-COMMERCIAL,Supporting
rent-rolls-royce-driver-dubai-guided-city-tour,inline,public/images/blog/rent-rolls-royce-driver-dubai-guided-city-tour-inline.webp,1600x900,"Rear-cabin interior of a Rolls-Royce Phantom seen through the open coach door, lambswool rugs and a glowing Starlight Headliner, a gloved hand on the door frame, Dubai skyline bokeh at golden hour, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Rolls-Royce Phantom in Dubai — rent a rolls royce with driver.","رولز رويس Phantom في دبي بإطلالة فاخرة.","Rolls-Royce Phantom в Дубае — роскошь.","rolls royce driver dubai guided city tour",RENTAL-COMMERCIAL,Supporting
rent-rolls-royce-day-dubai-corporate-roadshow,cover,public/images/blog/rent-rolls-royce-day-dubai-corporate-roadshow-cover.jpg,1200x630,"A matte black Rolls-Royce Phantom arriving at DIFC at blue hour, low three-quarter front angle, a uniformed chauffeur opening the rear coach door, valet softly blurred behind, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","Rolls-Royce Phantom in Dubai — rent a rolls royce for a day.","رولز رويس Phantom في دبي بإطلالة فاخرة.","Rolls-Royce Phantom в Дубае — роскошь.","rolls royce day dubai corporate roadshow",RENTAL-COMMERCIAL,Supporting
rent-rolls-royce-day-dubai-corporate-roadshow,inline,public/images/blog/rent-rolls-royce-day-dubai-corporate-roadshow-inline.webp,1600x900,"Rear-cabin interior of a Rolls-Royce Phantom seen through the open coach door, lambswool rugs and a glowing Starlight Headliner, a gloved hand on the door frame, Dubai skyline bokeh at blue hour, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Rolls-Royce Phantom in Dubai — rent a rolls royce for a day.","رولز رويس Phantom في دبي بإطلالة فاخرة.","Rolls-Royce Phantom в Дубае — роскошь.","rolls royce day dubai corporate roadshow",RENTAL-COMMERCIAL,Supporting
rent-sports-car-dubai-special-occasion,cover,public/images/blog/rent-sports-car-dubai-special-occasion-cover.jpg,1200x630,"A deep claret Rolls-Royce Phantom arriving at Dubai Marina at night, low three-quarter front angle, a uniformed chauffeur opening the rear coach door, valet softly blurred behind, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","Rolls-Royce Phantom in Dubai — where to rent a sports car.","رولز رويس Phantom في دبي بإطلالة فاخرة.","Rolls-Royce Phantom в Дубае — роскошь.","rolls royce sports car dubai special occasion",RENTAL-COMMERCIAL,Supporting
rent-sports-car-dubai-special-occasion,inline,public/images/blog/rent-sports-car-dubai-special-occasion-inline.webp,1600x900,"Rear-cabin interior of a Rolls-Royce Phantom seen through the open coach door, lambswool rugs and a glowing Starlight Headliner, a gloved hand on the door frame, Dubai skyline bokeh at night, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Rolls-Royce Phantom in Dubai — where to rent a sports car.","رولز رويس Phantom في دبي بإطلالة فاخرة.","Rolls-Royce Phantom в Дубае — роскошь.","rolls royce sports car dubai special occasion",RENTAL-COMMERCIAL,Supporting
rent-rolls-royce-driver-dubai-aed-3800,cover,public/images/blog/rent-rolls-royce-driver-dubai-aed-3800-cover.jpg,1200x630,"A midnight black Rolls-Royce Phantom arriving at JBR beachfront at golden hour, low three-quarter front angle, a uniformed chauffeur opening the rear coach door, valet softly blurred behind, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","Rolls-Royce Phantom in Dubai — rent a rolls royce with driver.","رولز رويس Phantom في دبي بإطلالة فاخرة.","Rolls-Royce Phantom в Дубае — роскошь.","rolls royce driver dubai aed 3800",RENTAL-COMMERCIAL,Supporting
rent-rolls-royce-driver-dubai-aed-3800,inline,public/images/blog/rent-rolls-royce-driver-dubai-aed-3800-inline.webp,1600x900,"Rear-cabin interior of a Rolls-Royce Phantom seen through the open coach door, lambswool rugs and a glowing Starlight Headliner, a gloved hand on the door frame, Dubai skyline bokeh at golden hour, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Rolls-Royce Phantom in Dubai — rent a rolls royce with driver.","رولز رويس Phantom في دبي بإطلالة فاخرة.","Rolls-Royce Phantom в Дубае — роскошь.","rolls royce driver dubai aed 3800",RENTAL-COMMERCIAL,Supporting
rent-rolls-royce-day-dubai-cullinan-suv-experience,cover,public/images/blog/rent-rolls-royce-day-dubai-cullinan-suv-experience-cover.jpg,1200x630,"Hero shot of a arctic white Rolls-Royce Cullinan, full three-quarter profile, dramatic single-source light raking across the bodywork, seamless dark backdrop dissolving into a hint of Dubai night skyline, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","Rolls-Royce Cullinan in Dubai — rent a rolls royce for a day.","رولز رويس Cullinan في دبي بإطلالة فاخرة.","Rolls-Royce Cullinan в Дубае — роскошь.","rolls royce day dubai cullinan suv experience",MODEL-INFO,Supporting
rent-rolls-royce-day-dubai-cullinan-suv-experience,inline,public/images/blog/rent-rolls-royce-day-dubai-cullinan-suv-experience-inline.webp,1600x900,"Extreme detail of the Rolls-Royce Cullinan: hand-polished walnut veneer, macro, soft reflected light, shallow focus, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Rolls-Royce Cullinan in Dubai — rent a rolls royce for a day.","رولز رويس Cullinan في دبي بإطلالة فاخرة.","Rolls-Royce Cullinan в Дубае — роскошь.","rolls royce day dubai cullinan suv experience",MODEL-INFO,Supporting
